model,model_label,attack_type,n_arcshield,n_no_defense,asr_arcshield,asr_no_defense,refusal_rate_arcshield,refusal_rate_no_defense,latency_overall_ms_arcshield,latency_overall_ms_no_defense,latency_refused_ms_arcshield,latency_refused_ms_no_defense,latency_answered_ms_arcshield,latency_answered_ms_no_defense,completion_tokens_mean_arcshield,completion_tokens_mean_no_defense,completion_tokens_refused_mean_arcshield,completion_tokens_refused_mean_no_defense,completion_tokens_answered_mean_arcshield,completion_tokens_answered_mean_no_defense,asr_reduction_absolute,asr_reduction_relative,benign_refusal_rate,false_flag_rate,benign_n,pareto_arcshield,pareto_no_defense
ollama_mistral_latest,OLLAMA MISTRAL,Hypothetical Manipulation,200.0,200.0,0.365,0.755,0.505,0.02,63693.5129,97833.4626,44524.488316831674,73049.4025,83249.7905050505,98339.25974489794,177.27,297.865,123.9009900990099,246.25,231.7171717171717,298.9183673469388,0.39,0.5165562913907285,0.085,0.18,200,False,False
ollama_mistral_latest,OLLAMA MISTRAL,Indirect Injection,200.0,200.0,0.01,0.165,0.915,0.015,11024.96625,51358.09595000001,8697.54262295082,70275.69333333333,36078.99705882353,51070.010710659895,25.93,114.26,19.562841530054644,164.33333333333334,94.47058823529412,113.49746192893402,0.155,0.9393939393939393,0.085,0.18,200,False,False
ollama_mistral_latest,OLLAMA MISTRAL,Jailbreaks,200.0,200.0,0.015,0.25,0.795,0.02,16316.6129,63611.90625,12115.561383647797,40813.142499999994,32608.4956097561,64077.187142857154,56.91,183.265,41.57861635220126,161.75,116.36585365853658,183.70408163265307,0.235,0.94,0.085,0.18,200,False,False
ollama_mistral_latest,OLLAMA MISTRAL,Logic Trap Attacks,200.0,200.0,0.32,0.91,0.67,0.04,31816.49865,59503.103149999995,18115.878731343284,49408.865000000005,59632.90878787879,59923.696406250005,78.415,188.81,42.78358208955224,179.0,150.75757575757575,189.21875,0.5900000000000001,0.6483516483516484,0.085,0.18,200,False,False
ollama_mistral_latest,OLLAMA MISTRAL,Multi-Language Attack,200.0,200.0,0.025,0.24,0.865,0.02,14769.7275,67043.8604,11609.531445086704,79387.54,35018.39111111111,66791.94857142858,29.725,145.965,23.30635838150289,139.0,70.85185185185185,146.10714285714286,0.215,0.8958333333333334,0.085,0.18,200,False,False
ollama_mistral_latest,OLLAMA MISTRAL,Multi-Prompt Attack,200.0,200.0,0.255,0.45,0.29,0.05,56862.2772,91657.8611,23059.064310344827,67172.0,70669.22330985915,92946.59063157895,129.935,175.34,67.20689655172414,150.2,155.55633802816902,176.66315789473686,0.195,0.43333333333333335,0.085,0.18,200,False,False
ollama_mistral_latest,OLLAMA MISTRAL,Obfuscation (Token Smuggling),200.0,200.0,0.185,0.76,0.735,0.08,42525.757699999995,113210.20149999998,28413.862380952378,109118.88625000001,81666.2975471698,113565.9680434783,61.765,204.155,39.156462585034014,189.375,124.47169811320755,205.44021739130434,0.575,0.756578947368421,0.085,0.18,200,False,False
ollama_mistral_latest,OLLAMA MISTRAL,Payload Splitting,200.0,200.0,0.555,0.74,0.25,0.0,61502.116500000004,80873.60075,53417.8168,,64196.88306666667,80873.60075,152.92,184.815,111.52,,166.72,184.815,0.18499999999999994,0.24999999999999992,0.085,0.18,200,False,False
ollama_mistral_latest,OLLAMA MISTRAL,Prompt Injection,200.0,200.0,0.04,0.095,0.925,0.5,10659.564199999999,29041.15205,6499.573891891891,19489.5729,61966.11133333333,38592.73120000001,25.94,93.965,12.162162162162161,63.36,195.86666666666667,124.57,0.055,0.5789473684210527,0.085,0.18,200,False,False
ollama_mistral_latest,OLLAMA MISTRAL,Role Playing / Pretending,200.0,200.0,0.2,0.29,0.355,0.08,46285.22515,57689.595,29986.98704225352,44018.320625,55255.57325581395,58878.4014673913,100.19,149.725,73.84507042253522,116.75,114.68992248062015,152.5923913043478,0.08999999999999997,0.3103448275862068,0.085,0.18,200,False,False
ollama_qwen3_latest,OLLAMA QWEN3,Accidental Context Leakage,200.0,200.0,0.03,0.085,0.805,0.34,26602.161099999998,60089.98470000001,13955.134534161492,23708.326323529414,78811.68102564101,78832.05113636363,36.29,156.45,5.062111801242236,66.94117647058823,165.2051282051282,202.56060606060606,0.05500000000000001,0.6470588235294118,0.0,0.12,200,True,False
ollama_qwen3_latest,OLLAMA QWEN3,Attention Shifting,200.0,200.0,0.065,0.415,0.75,0.325,18650.348850000002,67496.58845000001,7354.228133333335,32492.215384615385,52538.711,84350.54585185186,37.625,248.905,7.44,110.4,128.18,315.5925925925926,0.35,0.8433734939759036,0.0,0.12,200,True,False
ollama_qwen3_latest,OLLAMA QWEN3,Code Injection,200.0,200.0,0.01,0.095,0.37,0.22,18278.64355,59544.04975,6372.509594594595,33897.93022727273,25271.134920634922,66777.57064102564,37.28,168.325,5.0,101.70454545454545,56.23809523809524,187.1153846153846,0.085,0.8947368421052632,0.0,0.12,200,True,False
ollama_qwen3_latest,OLLAMA QWEN3,Dictionary Attack,200.0,200.0,0.055,0.2,0.635,0.225,24354.4479,70819.46285,12980.894960629921,29467.86355555556,44141.31397260274,82824.76587096775,24.205,157.435,5.858267716535433,70.75555555555556,56.12328767123287,182.6,0.14500000000000002,0.7250000000000001,0.0,0.12,200,True,False
ollama_qwen3_latest,OLLAMA QWEN3,Direct Exploitation,200.0,200.0,0.005,0.175,0.965,0.665,6560.22375,57772.446449999996,6095.484818652849,38840.003759398496,19373.739999999998,95354.75805970147,6.69,122.8,5.2642487046632125,74.75187969924812,46.0,218.17910447761193,0.16999999999999998,0.9714285714285714,0.0,0.12,200,True,False
ollama_qwen3_latest,OLLAMA QWEN3,Fill-in-the-Blank Attack,200.0,200.0,0.015,0.09,0.615,0.045,45389.844999999994,96150.5984,15850.439756097561,77102.79888888891,92576.16766233767,97048.13869109949,74.505,212.535,5.1138211382113825,156.11111111111111,185.35064935064935,215.1937172774869,0.075,0.8333333333333334,0.0,0.12,200,True,False
ollama_qwen3_latest,OLLAMA QWEN3,Hypothetical Manipulation,200.0,200.0,0.215,0.63,0.675,0.21,24245.524100000002,104867.04109999999,12234.049259259258,64209.354285714275,49192.43338461538,115674.7806329114,48.735,287.645,8.829629629629629,186.5952380952381,131.6153846153846,314.50632911392404,0.41500000000000004,0.6587301587301588,0.0,0.12,200,True,False
ollama_qwen3_latest,OLLAMA QWEN3,Indirect Injection,200.0,200.0,0.0,0.1,0.825,0.13,7188.628899999999,47796.95955,5891.815515151514,29345.16192307692,13302.177714285715,50554.12471264367,9.155,118.72,5.0,78.65384615384616,28.742857142857144,124.70689655172414,0.1,1.0,0.0,0.12,200,True,False
ollama_qwen3_latest,OLLAMA QWEN3,Jailbreaks,200.0,200.0,0.01,0.085,0.685,0.32,11039.9885,96935.99844999998,7556.592554744526,48548.2175,18614.99238095238,119706.71889705882,22.42,180.305,5.423357664233577,86.671875,59.38095238095238,224.36764705882354,0.07500000000000001,0.8823529411764707,0.0,0.12,200,True,False
ollama_qwen3_latest,OLLAMA QWEN3,Logic Trap Attacks,200.0,200.0,0.255,0.77,0.7,0.21,13838.094350000001,84786.51265,8440.336285714286,28327.11095238095,26432.863166666666,99794.70803797469,23.125,220.16,5.05,72.66666666666667,65.3,259.36708860759495,0.515,0.6688311688311689,0.0,0.12,200,True,False
ollama_qwen3_latest,OLLAMA QWEN3,Multi-Language Attack,200.0,200.0,0.01,0.145,0.84,0.25,4799.40335,44853.0458,4122.671130952381,20585.3616,8352.2475,52942.27386666667,7.575,135.1,5.0,62.54,21.09375,159.28666666666666,0.13499999999999998,0.9310344827586207,0.0,0.12,200,True,False
ollama_qwen3_latest,OLLAMA QWEN3,Multi-Prompt Attack,200.0,200.0,0.155,0.365,0.49,0.185,37721.968499999995,85936.7616,26969.97918367347,43133.57378378378,48052.31117647058,95652.82263803681,43.925,150.33,9.428571428571429,98.32432432432432,77.06862745098039,162.13496932515338,0.21,0.5753424657534246,0.0,0.12,200,True,False
ollama_qwen3_latest,OLLAMA QWEN3,Obfuscation (Token Smuggling),200.0,200.0,0.085,0.445,0.875,0.44,16971.83155,111905.43705000001,11477.152742857143,55725.67318181817,55434.583199999994,156046.68008928574,13.965,151.975,5.04,94.4090909090909,76.44,197.20535714285714,0.36,0.8089887640449438,0.0,0.12,200,True,False
ollama_qwen3_latest,OLLAMA QWEN3,Payload Splitting,200.0,200.0,0.06,0.73,0.78,0.03,28739.633100000006,73883.93269999999,22272.47012820513,46206.96166666667,51668.66545454546,74739.92149484536,24.62,144.39,5.0,73.16666666666667,94.18181818181819,146.59278350515464,0.6699999999999999,0.9178082191780821,0.0,0.12,200,True,False
ollama_qwen3_latest,OLLAMA QWEN3,Prompt Injection,200.0,200.0,0.01,0.03,0.93,0.86,11802.597349999998,42421.375,9554.742365591397,28155.56418604651,41666.95642857142,130054.21285714286,10.32,74.365,5.172043010752688,55.52906976744186,78.71428571428571,190.07142857142858,0.019999999999999997,0.6666666666666666,0.0,0.12,200,True,False
ollama_qwen3_latest,OLLAMA QWEN3,Role Playing / Pretending,200.0,200.0,0.07,0.215,0.59,0.31,22647.715200000006,72145.93199999999,17039.471440677968,50271.047419354836,30718.114756097562,81973.77869565217,27.32,115.06,8.254237288135593,73.2258064516129,54.75609756097561,133.85507246376812,0.145,0.6744186046511628,0.0,0.12,200,True,False
